customer_id,purchase_flequency
CS017515000133,7
CS017515000201,7
CS017515000209,7
CS017605000002,7
CS018414000042,7
CS018415000027,7
CS018415000040,7
CS018415000121,7
CS018415000140,7
CS018415000204,7
CS018415000209,7
CS018514000086,7
CS018515000026,7
CS018515000035,7
CS018515000058,7
CS018515000097,7
CS018515000140,7
CS018515000208,7
CS018605000009,7
CS019215000020,7
CS019314000045,7
CS019414000049,7
CS019415000002,7
CS019415000021,7
CS019415000072,7
CS019415000125,7
CS019415000194,7
CS019515000041,7
CS019515000097,7
CS019515000147,7
CS019515000171,7
CS020214000028,7
CS020305000001,7
CS020414000037,7
CS020414000055,7
CS020414000072,7
CS020415000109,7
CS020415000178,7
CS020515000002,7
CS020515000032,7
CS020515000071,7
CS020515000223,7
CS021515000201,7
CS021615000039,7
CS021615000076,7
CS022214000007,7
CS022214000023,7
CS022414000055,7
CS022414000065,7
CS022415000146,7
CS022415000175,7
CS023114000001,7
CS023114000002,7
CS023415000033,7
CS023415000057,7
CS023415000079,7
CS023415000264,7
CS023415000270,7
CS023515000061,7
CS023515000176,7
CS023515000199,7
CS024305000008,7
CS024415000076,7
CS024415000153,7
CS024415000273,7
CS024514000110,7
CS024515000052,7
CS024515000085,7
CS024515000230,7
CS024814000007,7
CS025115000002,7
CS025215000003,7
CS025304000006,7
CS025414000058,7
CS025415000071,7
CS025415000081,7
CS025415000098,7
CS025415000107,7
CS025415000110,7
CS025415000134,7
CS025415000228,7
CS025515000029,7
CS025515000053,7
CS025515000144,7
CS025515000159,7
CS026114000001,7
CS026205000003,7
CS026415000027,7
CS026415000038,7
CS026415000087,7
CS026415000154,7
CS026514000042,7
CS026515000132,7
CS026515000150,7
CS026515000177,7
CS027414000007,7
CS027414000047,7
CS027414000058,7
CS027415000025,7
CS027415000028,7
CS027415000040,7
CS027415000043,7
CS027415000045,7
CS027415000047,7
CS027415000118,7
CS027415000249,7
CS027515000176,7
CS027515000196,7
CS027515000241,7
CS028214000026,7
CS028414000097,7
CS028415000062,7
CS028415000135,7
CS028415000203,7
CS028514000018,7
CS028514000047,7
CS028515000027,7
CS028515000047,7
CS028515000187,7
CS028515000220,7
CS028604000008,7
CS028605000002,7
CS029215000021,7
CS029414000005,7
CS029414000016,7
CS029414000061,7
CS029414000110,7
CS029415000051,7
CS029415000080,7
CS029415000130,7
CS029415000133,7
CS029415000223,7
CS029515000067,7
CS029515000251,7
CS030214000025,7
CS030415000043,7
CS030415000103,7
CS030415000120,7
CS030415000251,7
CS030515000053,7
CS030515000213,7
CS030604000005,7
CS030605000006,7
CS031215000008,7
CS031215000010,7
CS031314000081,7
CS031414000008,7
CS031414000089,7
CS031415000172,7
CS031415000180,7
CS031514000075,7
CS031515000029,7
CS031515000031,7
CS031515000036,7
CS031515000071,7
CS031515000092,7
CS031515000113,7
CS031515000192,7
CS031815000015,7
CS032414000002,7
CS032414000027,7
CS032415000024,7
CS032415000158,7
CS032514000028,7
CS032515000109,7
CS032515000131,7
CS032515000166,7
CS033215000059,7
CS033304000001,7
CS033414000069,7
CS033415000044,7
CS033415000086,7
CS033415000121,7
CS033515000069,7
CS033515000070,7
CS033515000178,7
CS033515000197,7
CS033515000210,7
CS033605000008,7
CS034205000001,7
CS034214000012,7
CS034414000034,7
CS034415000180,7
CS034415000245,7
CS034415000250,7
CS034415000259,7
CS034515000130,7
CS034515000158,7
CS034515000161,7
CS035214000006,7
CS035314000033,7
CS035415000007,7
CS035415000049,7
CS035415000123,7
CS035415000125,7
CS035415000157,7
CS035515000170,7
CS035515000200,7
CS035515000215,7
CS037415000043,7
CS037415000145,7
CS037415000174,7
CS037515000053,7
CS037515000059,7
CS037515000131,7
CS037515000132,7
CS037515000187,7
CS038214000017,7
CS038215000032,7
CS038414000025,7
CS038415000180,7
CS038415000241,7
CS038415000250,7
CS038515000143,7
CS039414000031,7
CS039414000095,7
CS039415000272,7
CS039513000072,7
CS039515000193,7
CS039605000001,7
CS039814000011,7
CS040414000087,7
CS040415000153,7
CS040415000194,7
CS040515000117,7
CS040515000146,7
CS040815000009,7
CS043415000015,7
CS044515000009,7
CS046415000005,7
CS046415000006,7
CS001205000006,6
CS001214000017,6
CS001214000052,6
CS001415000103,6
CS001415000107,6
CS001415000190,6
CS001415000265,6
CS001415000288,6
CS001415000536,6
CS001415000754,6
CS001515000320,6
CS002414000012,6
CS002414000035,6
CS002414000107,6
CS002415000051,6
CS002515000032,6
CS002515000115,6
CS003414000085,6
CS003415000029,6
CS003415000065,6
CS003415000163,6
CS003415000175,6
CS003415000229,6
CS003515000117,6
CS003515000431,6
CS004414000089,6
CS004414000119,6
CS004414000167,6
CS004415000082,6
CS004415000156,6
CS004415000212,6
CS004415000216,6
CS004415000234,6
CS004415000265,6
CS004415000279,6
CS004415000399,6
CS004814000005,6
CS005214000011,6
CS005214000014,6
CS005414000127,6
CS005415000024,6
CS005415000057,6
CS005604000001,6
CS005605000016,6
CS006414000054,6
CS006414000144,6
CS006415000008,6
CS006415000062,6
CS006415000157,6
CS006415000164,6
CS006415000186,6
CS006415000243,6
CS006513000149,6
CS006515000020,6
CS006515000089,6
CS006515000096,6
CS006515000227,6
CS007114000002,6
CS007615000045,6
CS007615000066,6
CS007615000070,6
CS007615000087,6
CS007615000110,6
CS008215000039,6
CS008414000008,6
CS008414000011,6
CS008414000023,6
CS008415000010,6
CS008415000237,6
CS008415000280,6
CS008415000284,6
CS008515000005,6
CS008515000084,6
CS008515000115,6
CS008515000124,6
CS008515000133,6
CS008515000142,6
CS008815000018,6
CS009214000003,6
CS009215000031,6
CS009314000046,6
CS009513000027,6
CS009515000111,6
CS010415000048,6
CS010415000309,6
CS010515000024,6
CS010515000070,6
CS010515000092,6
CS011415000001,6
CS011415000030,6
CS011415000097,6
CS011415000189,6
CS011415000264,6
CS011415000271,6
CS011415000276,6
CS011415000277,6
CS011515000029,6
CS011515000108,6
CS011515000157,6
CS011515000234,6
CS012415000047,6
CS012415000080,6
CS012415000225,6
CS012513000041,6
CS012514000012,6
CS012515000007,6
CS012515000099,6
CS012515000219,6
CS012815000006,6
CS013215000006,6
CS013304000006,6
CS013415000095,6
CS013415000168,6
CS013415000199,6
CS013514000048,6
CS014205000001,6
CS014214000009,6
CS014214000026,6
CS014411000026,6
CS014414000064,6
CS014513000109,6
CS014513000154,6
CS014515000039,6
CS014515000050,6
CS014515000117,6
CS014515000149,6
CS015113000001,6
CS015414000114,6
CS015415000209,6
CS015515000079,6
CS015515000083,6
CS015515000154,6
CS015515000171,6
CS015605000001,6
CS016214000004,6
CS016215000039,6
CS016414000017,6
CS016414000054,6
CS016415000087,6
CS016513000038,6
CS016515000015,6
CS016515000088,6
CS016515000097,6
CS016515000156,6
CS016515000207,6
CS016515000214,6
CS016815000002,6
CS017215000019,6
CS017412000074,6
CS017414000027,6
CS017414000043,6
CS017415000265,6
CS017515000031,6
CS017815000001,6
CS018205000001,6
CS018414000071,6
CS018414000077,6
CS018414000116,6
CS018415000066,6
CS018415000100,6
CS018415000159,6
CS018513000007,6
CS018513000043,6
CS018515000013,6
CS018515000037,6
CS018515000109,6
CS018515000200,6
CS018605000002,6
CS019214000005,6
CS019414000004,6
CS019414000072,6
CS019415000156,6
CS019415000167,6
CS019513000062,6
CS019515000017,6
CS019515000113,6
CS019515000118,6
CS019515000174,6
CS019515000184,6
CS020113000002,6
CS020214000022,6
CS020215000011,6
CS020215000038,6
CS020414000032,6
CS020414000113,6
CS020415000185,6
CS020415000285,6
CS020515000037,6
CS020515000128,6
CS020515000140,6
CS020515000151,6
CS020515000188,6
CS020515000205,6
CS020814000004,6
CS021514000043,6
CS021514000061,6
CS021612000084,6
CS021613000069,6
CS021615000059,6
CS021615000095,6
CS022411000034,6
CS022414000100,6
CS022414000123,6
CS022414000142,6
CS022513000018,6
CS022514000024,6
CS022515000137,6
CS022515000189,6
CS022615000124,6
CS023215000017,6
CS023415000030,6
CS023415000271,6
CS023513000016,6
CS023514000029,6
CS023514000110,6
CS023515000118,6
CS023515000140,6
CS023515000189,6
CS023515000227,6
CS023515000237,6
CS024304000003,6
CS024411000017,6
CS024414000067,6
CS024415000040,6
CS024415000170,6
CS024513000088,6
CS024514000111,6
CS024515000048,6
CS024515000080,6
CS024515000151,6
CS024515000216,6
CS024615000006,6
CS025415000052,6
CS025415000140,6
CS025415000216,6
CS025415000233,6
CS025415000257,6
CS025515000148,6
CS025814000008,6
CS026215000042,6
CS026411000043,6
CS026414000053,6
CS026415000080,6
CS026514000086,6
CS026615000106,6
CS027414000036,6
CS027414000125,6
CS027415000033,6
CS027415000133,6
CS027514000001,6
CS027514000015,6
CS027514000034,6
CS027515000025,6
CS027515000065,6
CS028215000020,6
CS028304000001,6
CS028414000067,6
CS028414000072,6
CS028513000046,6
CS028514000085,6
CS028515000004,6
CS028515000009,6
CS028515000015,6
CS028515000032,6
CS028515000033,6
CS028515000155,6
CS028515000164,6
CS028515000167,6
CS028515000171,6
CS029214000018,6
CS029215000025,6
CS029215000029,6
CS029414000112,6
CS029415000072,6
CS029415000144,6
CS029415000184,6
CS029415000253,6
CS029513000035,6
CS029513000108,6
CS029515000010,6
CS029515000038,6
CS029515000052,6
CS029515000121,6
CS029515000138,6
CS029515000142,6
CS029515000200,6
CS030304000002,6
CS030414000117,6
CS030415000003,6
CS030415000025,6
CS030415000125,6
CS030415000208,6
CS030415000227,6
CS030415000230,6
CS030513000108,6
CS030515000051,6
CS030515000200,6
CS030515000225,6
CS031215000013,6
CS031415000019,6
CS031415000134,6
CS031415000256,6
CS031513000109,6
CS031514000033,6
CS031515000047,6
CS031515000103,6
CS031515000110,6
CS031515000204,6
CS031814000006,6
CS032214000001,6
CS032215000073,6
CS032515000136,6
CS032815000017,6
CS033212000027,6
CS033414000023,6
CS033415000202,6
CS033415000248,6
CS033514000006,6
CS033515000088,6
CS033515000175,6
CS033515000207,6
CS034414000046,6
CS034414000113,6
CS034415000134,6
CS034415000217,6
CS034415000237,6
CS034515000005,6
CS034515000015,6
CS034515000173,6
CS034605000004,6
CS035214000020,6
CS035215000028,6
CS035215000047,6
CS035415000018,6
CS035415000080,6
CS035415000141,6
CS035415000266,6
CS035513000089,6
CS035514000102,6
CS035515000018,6
CS035515000029,6
CS035515000077,6
CS035515000152,6
CS035815000021,6
CS037415000106,6
CS037415000110,6
CS037514000016,6
CS037514000077,6
CS037515000101,6
CS037515000126,6
CS037515000196,6
CS038215000047,6
CS038304000005,6
CS038305000004,6
CS038314000001,6
CS038414000063,6
CS038414000068,6
CS038415000038,6
CS038415000161,6
CS038515000022,6
CS038515000092,6
CS038515000127,6
CS038515000145,6
CS038515000183,6
CS038605000005,6
CS039215000046,6
CS039304000005,6
CS039414000048,6
CS039415000089,6
CS039415000117,6
CS039415000130,6
CS039515000092,6
CS039515000148,6
CS039515000211,6
CS039604000004,6
CS040415000097,6
CS040415000217,6
CS040415000250,6
CS040415000252,6
CS040415000260,6
CS040513000109,6
CS040514000055,6
CS040515000096,6
CS040515000110,6
CS040515000201,6
CS040605000014,6
CS040815000003,6
CS041415000027,6
CS043212000001,6
CS044412000002,6
CS047211000001,6
CS048411000001,6
CS001205000004,5
CS001214000048,5
CS001215000040,5
CS001415000074,5
CS001415000102,5
CS001415000105,5
CS001415000128,5
CS001415000136,5
CS001415000423,5
CS001513000223,5
CS001515000056,5
CS001515000131,5
CS001515000292,5
CS002214000004,5
CS002214000049,5
CS002214000055,5
CS002414000010,5
CS002414000041,5
CS002414000051,5
CS002414000133,5
CS002414000219,5
CS002415000034,5
CS002415000089,5
CS002415000198,5
CS002415000285,5
CS002415000303,5
CS002415000450,5
CS002515000013,5
CS002815000012,5
CS003215000035,5
CS003414000076,5
CS003414000181,5
CS003414000214,5
CS003414000233,5
CS003414000242,5
CS003415000165,5
CS003415000222,5
CS003415000232,5
CS003415000284,5
CS003515000007,5
CS003515000038,5
CS003515000109,5
CS003515000209,5
CS003515000320,5
CS004214000004,5
CS004214000043,5
CS004215000038,5
CS004215000052,5
CS004414000147,5
CS004414000260,5
CS004415000119,5
CS004415000218,5
CS004415000297,5
CS004415000315,5
CS004415000388,5
CS004415000527,5
CS004515000455,5
CS005214000023,5
CS005215000030,5
CS005414000101,5
CS005415000003,5
CS005415000019,5
CS005415000036,5
CS005415000037,5
CS005415000039,5
CS005415000061,5
CS005415000086,5
CS005415000167,5
CS005415000184,5
CS005415000513,5
CS005515000069,5
CS005515000082,5
CS005515000094,5
CS005515000141,5
CS006215000040,5
CS006414000015,5
CS006513000061,5
CS006513000170,5
CS006514000063,5
CS006515000037,5
CS006515000077,5
CS006815000011,5
CS007511000014,5
CS007511000016,5
CS007613000039,5
CS008214000024,5
CS008215000006,5
CS008513000141,5
CS008514000110,5
CS008515000014,5
CS008515000184,5
CS008515000204,5
CS008815000019,5
CS009214000035,5
CS009215000021,5
CS009215000025,5
CS009215000051,5
CS009415000254,5
CS009513000012,5
CS009513000157,5
CS009515000010,5
CS009515000071,5
CS009515000113,5
CS009515000149,5
CS010215000066,5
CS010305000002,5
CS010415000156,5
CS010415000175,5
CS010815000004,5
CS011214000001,5
CS011414000034,5
CS011414000040,5
CS011415000111,5
CS011415000219,5
CS011515000010,5
CS011515000044,5
CS011515000054,5
CS011515000085,5
CS011515000105,5
CS011815000010,5
CS012215000050,5
CS012304000001,5
CS012305000001,5
CS012414000004,5
CS012415000026,5
CS012415000051,5
CS012415000114,5
CS012514000003,5
CS012514000014,5
CS012515000130,5
CS012515000199,5
CS013215000045,5
CS013304000008,5
CS013411000004,5
CS013411000039,5
CS013414000085,5
CS013415000043,5
CS013415000103,5
CS013513000043,5
CS013514000001,5
CS013514000061,5
CS013815000018,5
CS014411000019,5
CS014414000136,5
CS014415000204,5
CS014513000049,5
CS014513000062,5
CS014514000029,5
CS014514000038,5
CS015414000103,5
CS015415000250,5
CS015513000002,5
CS015513000213,5
CS015515000058,5
CS015515000077,5
CS015515000155,5
CS015515000174,5
CS015515000176,5
CS015515000235,5
CS016211000011,5
CS016215000007,5
CS016314000088,5
CS016513000040,5
CS016515000109,5
CS017214000003,5
CS017314000048,5
CS017411000016,5
CS017513000104,5
CS017513000114,5
CS017513000208,5
CS017514000018,5
CS017514000019,5
CS017514000091,5
CS017515000010,5
CS017515000041,5
CS017515000134,5
CS017515000183,5
CS017814000004,5
CS018304000001,5
CS018415000125,5
CS018514000064,5
CS018515000147,5
CS018515000172,5
CS018515000212,5
CS018515000244,5
CS019415000216,5
CS019415000285,5
CS019513000185,5
CS019515000059,5
CS019515000108,5
CS020214000012,5
CS020314000002,5
CS020412000001,5
CS020414000104,5
CS020415000162,5
CS020415000192,5
CS020514000023,5
CS020515000035,5
CS020515000083,5
CS020515000102,5
CS020515000120,5
CS020515000123,5
CS020515000185,5
CS020515000200,5
CS020604000005,5
CS021214000009,5
CS021414000076,5
CS021511000006,5
CS021511000011,5
CS021613000001,5
CS021613000026,5
CS021614000038,5
CS021615000126,5
CS022414000042,5
CS022415000062,5
CS022415000069,5
CS022415000130,5
CS022512000135,5
CS022513000152,5
CS022514000030,5
CS022514000084,5
CS022615000086,5
CS022615000142,5
CS022802000002,5
CS023205000002,5
CS023415000020,5
CS023415000035,5
CS023415000129,5
CS023415000200,5
CS023415000202,5
CS023415000205,5
CS023415000252,5
CS023415000259,5
CS023513000081,5
CS023513000157,5
CS023514000005,5
CS023514000032,5
CS024215000009,5
CS024215000043,5
CS024415000221,5
CS024512000067,5
CS024512000118,5
CS024515000022,5
CS024515000064,5
CS024515000140,5
CS024515000168,5
CS024515000172,5
CS024515000182,5
CS024515000234,5
CS024605000007,5
CS024815000021,5
CS025215000006,5
CS025215000007,5
CS025215000014,5
CS025215000060,5
CS025414000133,5
CS025415000076,5
CS025415000136,5
CS025415000218,5
CS025415000219,5
CS025515000010,5
CS025515000099,5
CS025515000116,5
CS025515000193,5
CS026414000090,5
CS026415000100,5
CS026415000107,5
CS026415000145,5
CS026415000234,5
CS026415000256,5
CS026415000281,5
CS026512000089,5
CS026514000082,5
CS026615000085,5
CS027415000194,5
CS027513000175,5
CS027514000069,5
CS027515000081,5
CS027515000237,5
CS027515000239,5
CS027515000246,5
CS027615000064,5
CS027615000067,5
CS028215000024,5
CS028215000037,5
CS028411000055,5
CS028411000057,5
CS028415000157,5
CS028415000250,5
CS028513000079,5
CS028515000219,5
CS028515000238,5
CS028515000242,5
CS028605000004,5
CS029414000083,5
CS029514000115,5
CS029515000053,5
CS029515000078,5
CS029515000079,5
CS029515000107,5
CS029515000178,5
CS029605000006,5
CS029814000001,5
CS029815000018,5
CS030115000001,5
CS030215000006,5
CS030215000034,5
CS030411000004,5
CS030411000067,5
CS030414000059,5
CS030414000073,5
CS030415000150,5
CS030415000167,5
CS030415000214,5
CS030415000279,5
CS030513000077,5
CS030514000089,5
CS030514000119,5
CS030515000068,5
CS030515000138,5
CS030515000152,5
CS030604000002,5
CS030615000028,5
CS031215000023,5
CS031314000014,5
CS031411000026,5
CS031513000017,5
CS031515000206,5
CS032215000052,5
CS032314000002,5
CS032314000070,5
CS032414000005,5
CS032415000225,5
CS032514000041,5
CS032515000054,5
CS032515000082,5
CS032515000156,5
CS032604000002,5
CS033411000030,5
CS033415000162,5
CS033514000062,5
CS033514000112,5
CS033515000215,5
CS034215000058,5
CS034415000263,5
CS034515000110,5
CS034515000115,5
CS034515000131,5
CS034515000183,5
CS034515000226,5
CS034604000001,5
CS035215000004,5
CS035215000014,5
CS035414000042,5
CS035414000107,5
CS035415000289,5
CS035515000021,5
CS035515000039,5
CS035515000053,5
CS035515000055,5
CS035515000141,5
CS035515000155,5
CS035515000174,5
CS035515000181,5
CS035515000220,5
CS037215000051,5
CS037304000008,5
CS037414000089,5
CS037415000093,5
CS037415000212,5
CS037415000261,5
CS037415000271,5
CS037513000205,5
CS037514000020,5
CS037515000011,5
CS037515000041,5
CS038214000024,5
CS038215000034,5
CS038315000062,5
CS038515000001,5
CS038515000114,5
CS038515000133,5
CS038515000147,5
CS038515000163,5
CS038815000014,5
CS039204000003,5
CS039214000005,5
CS039215000028,5
CS039304000006,5
CS039304000007,5
CS039305000004,5
CS039414000057,5
CS039415000286,5
CS039513000178,5
CS039515000040,5
CS039515000050,5
CS039515000085,5
CS039515000090,5
CS039515000107,5
CS039515000144,5
CS039515000166,5
CS039515000171,5
CS040415000046,5
CS040415000278,5
CS040513000150,5
CS040514000020,5
CS040514000030,5
CS040514000041,5
CS040515000086,5
CS040515000093,5
CS040615000016,5
CS043411000004,5
CS043413000004,5
CS043414000005,5
CS044415000018,5
CS046411000006,5
CS048415000017,5
CS049513000008,5
CS001305000011,4
CS001414000037,4
CS001414000069,4
CS001414000083,4
CS001414000248,4
CS001414000267,4
CS001415000037,4
CS001415000126,4
CS001415000142,4
CS001415000177,4
CS001415000202,4
CS001415000262,4
CS001415000361,4
CS001415000480,4
CS001513000052,4
CS001515000022,4
CS001515000229,4
CS001515000261,4
CS001515000296,4
CS001515000393,4
CS001515000497,4
CS001515000586,4
CS002214000026,4
CS002215000010,4
CS002215000064,4
CS002314000018,4
CS002414000066,4
CS002414000126,4
CS002414000142,4
CS002414000178,4
CS002414000221,4
CS002414000232,4
CS002415000151,4
CS002415000171,4
CS002415000226,4
CS002415000256,4
CS002415000368,4
CS002415000378,4
CS002415000487,4
CS002415000594,4
CS002415000602,4
CS002415000809,4
CS002515000143,4
CS002515000166,4
CS002515000195,4
CS002515000290,4
CS002515000408,4
CS003214000028,4
CS003214000054,4
CS003215000007,4
CS003215000043,4
CS003314000025,4
CS003412000339,4
CS003414000017,4
CS003414000040,4
CS003415000021,4
CS003415000090,4
CS003415000138,4
CS003415000269,4
CS003415000301,4
CS003415000349,4
CS003415000452,4
CS003415000456,4
CS003415000477,4
CS003415000735,4
CS003513000561,4
CS003514000306,4
CS003515000005,4
CS003515000047,4
CS003515000105,4
CS003515000195,4
CS003515000219,4
CS004115000010,4
CS004215000037,4
CS004314000136,4
CS004414000040,4
CS004414000171,4
CS004414000181,4
CS004414000207,4
CS004414000216,4
CS004414000217,4
CS004414000251,4
CS004414000267,4
CS004415000012,4
CS004415000052,4
CS004415000087,4
CS004415000106,4
CS004415000122,4
CS004415000296,4
CS004415000309,4
CS004415000326,4
CS004415000337,4
CS004415000405,4
CS004415000413,4
CS004415000459,4
CS004415000479,4
CS004415000506,4
CS004415000554,4
CS004513000136,4
CS004515000066,4
CS004515000278,4
CS004515000356,4
CS004515000394,4
CS004815000015,4
CS004815000019,4
CS005215000014,4
CS005215000024,4
CS005314000061,4
CS005315000027,4
CS005414000109,4
CS005415000040,4
CS005415000141,4
CS005415000202,4
CS005415000240,4
CS005415000453,4
CS005415000463,4
CS005515000093,4
CS005515000258,4
CS005515000440,4
CS006215000015,4
CS006215000052,4
CS006411000036,4
CS006414000132,4
CS006512000023,4
CS006512000066,4
CS006513000082,4
CS006513000175,4
CS006513000192,4
CS006514000035,4
CS006514000118,4
CS006515000100,4
CS006515000140,4
CS006515000197,4
CS006615000025,4
CS006615000124,4
CS007214000013,4
CS007403000027,4
CS007511000034,4
CS007512000018,4
CS007515000242,4
CS007613000041,4
CS007613000081,4
CS007614000007,4
CS007614000029,4
CS007615000002,4
CS007615000086,4
CS008214000025,4
CS008215000007,4
CS008215000009,4
CS008215000036,4
CS008314000022,4
CS008314000040,4
CS008314000056,4
CS008415000097,4
CS008512000056,4
CS008514000053,4
CS008514000085,4
CS008515000045,4
CS008515000062,4
CS008515000152,4
CS008515000202,4
CS008515000237,4
CS008515000240,4
CS009314000032,4
CS009315000046,4
CS009411000065,4
CS009415000269,4
CS009513000115,4
CS009514000047,4
CS009514000080,4
CS009515000023,4
CS009515000103,4
CS009515000115,4
CS009515000117,4
CS009615000047,4
CS010215000033,4
CS010215000068,4
CS010314000057,4
CS010415000111,4
CS010513000038,4
CS010513000113,4
CS010513000142,4
CS010513000209,4
CS010514000025,4
CS010514000068,4
CS011115000004,4
CS011215000001,4
CS011314000016,4
CS011411000003,4
CS011412000130,4
CS011414000118,4
CS011415000291,4
CS011513000109,4
CS011513000128,4
CS011513000162,4
CS011514000001,4
CS011514000018,4
CS011514000030,4
CS011514000050,4
CS011514000070,4
CS011515000007,4
CS011515000166,4
CS011515000168,4
CS011515000257,4
CS011615000072,4
CS011815000011,4
CS012204000001,4
CS012214000032,4
CS012215000039,4
CS012411000020,4
CS012411000037,4
CS012415000093,4
CS012415000100,4
CS012415000115,4
CS012415000178,4
CS012415000217,4
CS012513000138,4
CS012513000214,4
CS012514000038,4
CS012514000052,4
CS012514000060,4
CS012514000096,4
CS013314000062,4
CS013414000012,4
CS013505000001,4
CS013513000016,4
CS013513000038,4
CS013513000132,4
CS013513000229,4
CS013514000022,4
CS013514000080,4
CS014215000047,4
CS014513000008,4
CS014513000111,4
CS014514000003,4
CS014514000008,4
CS014514000076,4
CS014514000085,4
CS014515000113,4
CS014515000182,4
CS014615000003,4
CS014814000001,4
CS014815000012,4
CS015211000006,4
CS015215000005,4
CS015215000050,4
CS015314000052,4
CS015414000107,4
CS015414000131,4
CS015513000039,4
CS015513000212,4
CS015513000216,4
CS015514000066,4
CS015515000163,4
CS016314000054,4
CS016411000032,4
CS016415000086,4
CS016415000252,4
CS016415000263,4
CS016513000140,4
CS016513000159,4
CS016514000043,4
CS016515000012,4
CS016515000173,4
CS017115000004,4
CS017215000061,4
CS017305000003,4
CS017311000024,4
CS017411000035,4
CS017412000025,4
CS017412000064,4
CS017414000126,4
CS017415000245,4
CS017513000022,4
CS017513000103,4
CS017513000116,4
CS017513000124,4
CS017513000185,4
CS017514000089,4
CS017515000095,4
CS017515000124,4
CS017515000170,4
CS017515000197,4
CS017515000216,4
CS018215000019,4
CS018215000021,4
CS018215000057,4
CS018415000143,4
CS018415000157,4
CS018512000089,4
CS018513000109,4
CS018513000143,4
CS018514000005,4
CS018514000035,4
CS018604000001,4
CS018615000007,4
CS018615000016,4
CS018615000090,4
CS019214000008,4
CS019215000060,4
CS019215000062,4
CS019305000009,4
CS019314000035,4
CS019314000087,4
CS019411000019,4
CS019411000049,4
CS019415000074,4
CS019415000213,4
CS019415000280,4
CS019513000065,4
CS019514000124,4
CS019515000034,4
CS019515000038,4
CS019515000048,4
CS019515000084,4
CS020215000061,4
CS020514000069,4
CS020515000021,4
CS020515000049,4
CS020515000105,4
CS020515000132,4
CS020515000201,4
CS020515000204,4
CS020515000218,4
CS020814000010,4
CS021414000019,4
CS021414000047,4
CS021414000065,4
CS021414000078,4
CS021414000085,4
CS021511000005,4
CS021515000244,4
CS021613000035,4
CS021613000079,4
CS021613000103,4
CS021614000026,4
CS021615000007,4
CS021615000103,4
CS021803000002,4
CS022113000005,4
CS022415000002,4
CS022415000143,4
CS022512000089,4
CS022512000098,4
CS022512000132,4
CS022513000077,4
CS022514000068,4
CS022614000007,4
CS022614000025,4
CS022615000073,4
CS022615000101,4
CS022615000141,4
CS023115000006,4
CS023215000009,4
CS023215000016,4
CS023215000036,4
CS023415000167,4
CS023415000197,4
CS023415000208,4
CS023415000217,4
CS023415000221,4
CS023505000013,4
CS023512000004,4
CS023512000025,4
CS023513000072,4
CS023513000104,4
CS023514000014,4
CS023515000126,4
CS023605000003,4
CS023615000058,4
CS023615000060,4
CS023615000070,4
CS023815000019,4
CS024215000013,4
CS024215000041,4
CS024305000004,4
CS024305000005,4
CS024314000014,4
CS024314000054,4
CS024411000049,4
CS024414000119,4
CS024415000281,4
CS024513000177,4
CS024514000012,4
CS024514000019,4
CS024514000109,4
CS024515000069,4
CS024815000012,4
CS025215000040,4
CS025411000016,4
CS025411000019,4
CS025415000019,4
CS025415000126,4
CS025415000155,4
CS025512000148,4
CS025513000020,4
CS025513000055,4
CS025513000097,4
CS025513000116,4
CS025513000122,4
CS025513000179,4
CS025514000072,4
CS025515000082,4
CS026114000003,4
CS026304000002,4
CS026414000107,4
CS026415000206,4
CS026415000217,4
CS026512000028,4
CS026512000079,4
CS026512000098,4
CS026513000072,4
CS026513000087,4
CS026514000076,4
CS026514000098,4
CS026605000002,4
CS026615000055,4
CS027411000001,4
CS027414000065,4
CS027414000086,4
CS027415000117,4
CS027415000246,4
CS027513000078,4
CS027513000218,4
CS027514000009,4
CS027515000042,4
CS027615000076,4
CS028113000003,4
CS028215000021,4
CS028305000001,4
CS028411000010,4
CS028415000251,4
CS028513000073,4
CS028513000074,4
CS028513000146,4
CS028514000070,4
CS028515000013,4
CS028615000094,4
CS028615000109,4
CS029215000037,4
CS029415000001,4
CS029513000095,4
CS029513000128,4
CS029513000165,4
CS029514000019,4
CS029514000077,4
CS029514000102,4
CS029515000056,4
CS029515000076,4
CS029515000109,4
CS029605000004,4
CS030215000003,4
CS030415000217,4
CS030415000228,4
CS030513000046,4
CS030513000089,4
CS030513000176,4
CS030514000054,4
CS030514000093,4
CS030515000128,4
CS030515000173,4
CS030515000232,4
CS031414000102,4
CS031513000035,4
CS031513000048,4
CS031513000096,4
CS031513000130,4
CS031513000149,4
CS031514000046,4
CS031515000010,4
CS031515000022,4
CS031515000023,4
CS031515000040,4
CS031515000073,4
CS031515000129,4
CS031515000162,4
CS032115000007,4
CS032212000026,4
CS032214000027,4
CS032214000029,4
CS032314000003,4
CS032513000103,4
CS032514000045,4
CS032515000075,4
CS033411000008,4
CS033415000069,4
CS033415000074,4
CS033415000257,4
CS033513000089,4
CS033513000142,4
CS033514000010,4
CS033514000078,4
CS033514000090,4
CS033514000099,4
CS033515000006,4
CS034215000044,4
CS034215000054,4
CS034415000053,4
CS034513000150,4
CS034513000231,4
CS034515000077,4
CS034515000156,4
CS034515000164,4
CS034515000199,4
CS035415000282,4
CS035513000025,4
CS035513000120,4
CS035513000209,4
CS035514000009,4
CS035515000154,4
CS035604000005,4
CS035805000001,4
CS035815000007,4
